,,School Type,NCES - School ID,,School Name,School Address,Latitude,Longitude,Tags (State)
,,Middle,10180001774,,Challenger Middle School,"13555 Chaney Thompson Rd SE UNIT B, Huntsville, AL 35803",34.61143,-86.5476569,AL
,,High,10060000738,,Chambers County Career Technology Center,"Area Vocational Center Dr Lafayette, AL 36862",32.8912485,-85.3818723,AL
,,Elementary,10180000622,,Chapman Elementary School,"2006 Reuben Dr NE, Huntsville, AL 35811",34.7517324,-86.5577179,AL
,,Middle,10180001527,,Chapman Middle School,"2006 Reuben Drive, Huntsville, AL 35811",34.7517324,-86.5577179,AL
,,Elementary,10039000107,,Charles A. Brown Elementary School,"4811 Court J, Birmingham, AL 35208",33.4854331,-86.8992701,AL
,,Elementary,10033000084,,Charles F. Hard Elementary School,"2801 Arlington Ave, Bessemer, AL 35020",33.4099691,-86.9416379,AL
,,High,10333001602,,Charles Henderson High School,"150 S George Wallace Dr, Troy, AL 36081",31.8026642,-85.9476995,AL
,,Middle,10333001603,,Charles Henderson Middle School,"800 Elm St, Troy, AL 36081",31.8083809,-85.9521923,AL
,,High,10303001171,,Chelsea High School,"10510 Co Rd 11, Chelsea, AL 35043",33.3340562,-86.6804662,AL
,,Middle,10303000031,,Chelsea Middle School,"2321 Co Rd 39, Chelsea, AL 35043",33.3337463,-86.6362309,AL
,,Elementary,10303001822,,Chelsea Park Elementary School,"9000 Chelsea Park Trail, Chelsea, AL 35043",33.332967,-86.578634,AL
,,Elementary,10249001054,,Cherokee Bend Elementary School,"4400 Fair Oaks Dr, Birmingham, AL 35213",33.5097651,-86.716378,AL
,,High,10063000741,,Cherokee County Career Technology Center,"600 Bay Springs Rd, Centre, AL 35960",34.1595423,-85.6868643,AL
,,High,10063000278,,Cherokee County High School,"910 Warrior Dr, Centre, AL 35960",34.1644102,-85.6581574,AL
,,Elementary,10169000580,,Cherokee Elementary School,"3300 AL-79, Guntersville, AL 35976",34.3215059,-86.3325266,AL
,,Elementary,10084000331,,Cherokee Elementary School,"1305 N Pike, Cherokee, AL 35616",34.7694938,-87.9639399,AL
,,High,10084000333,,Cherokee High School,"850 High School Dr, Cherokee, AL 35616",34.7650271,-87.9634294,AL
,,Elementary,10117001786,,Chestnut Grove Elementary School,"3205 Cedarhurst Dr, Decatur, AL 35603",34.5495992,-87.0137718,AL
,,Elementary,10018802193,,Chickasaw City Elementary School,"80 Grant St, Chickasaw, AL 36611",30.7623478,-88.0814145,AL
,,High,10018802194,,Chickasaw City High School,"50 Chieftain Way, Chickasaw, AL 36611",30.7570103,-88.0783923,AL
,,Middle,10018802428,,Chickasaw Middle School,"50 Chieftain Way, Chickasaw, AL 36611",30.7570103,-88.0783923,AL
,,Academy,10000902231,,Child Count Only,"1001 Monroe St Huntsville, AL 35801",34.7224203,-86.5904386,AL
,,Elementary,10318001212,,Childersburg Elementary School,"235 Pinecrest Dr, Childersburg, AL 35044",33.3002324,-86.3494409,AL
,,High,10318001213,,Childersburg High School,"1325 Fay S Perry Dr, Childersburg, AL 35044",33.2738124,-86.3415397,AL
,,Middle,10318001756,,Childersburg Middle School,"800 4th St SE, Childersburg, AL 35044",33.2746539,-86.3421121,AL
,,K - High School,10243001691,,Children's Center Montgomery,"310 N Madison Terrace, Montgomery, AL 36107",32.3844194,-86.2825891,AL
,,High,10066001491,,Chilton County High School,"1214 7th St S Clanton, AL 35045",32.8220151,-86.6120401,AL
,,Elementary,10243001001,,Chisholm Elementary School,"307 E Vandiver Blvd, Montgomery, AL 36110",32.4188033,-86.279734,AL
,,Elementary,10069001561,,Choctaw County Elementary,"201 Tom Orr Ave, Butler, AL 36904",32.0820617,-88.2331542,AL
,,High,10069000291,,Choctaw County High School,"277 Tom Orr Ave, Butler, AL 36904",32.0797994,-88.2331898,AL
,,High,10237002477,,Citronelle Center for Advanced Technology,"8200 LeBaron Avenue, Citronelle, AL 36522",31.0927987,-88.2366862,AL
,,High,10237000906,,Citronelle High School,"8200 Lebaron Avenue, Citronelle, AL 36522",31.0927987,-88.2366862,AL
,,Elementary,10039001270,,City Elementary,"901 9th Ave N, Birmingham, AL 35204",33.5157005,-86.8257963,AL
,,Middle,10237000954,,CL Scarborough Model Middle School,"1800 Phillips Ln, Mobile, AL 36618",30.7261016,-88.1430168,AL
,,Elementary,10066000286,,Clanton Elementary School,"1000 Cloverleaf Dr, Clanton, AL 35045",32.8247543,-86.6144528,AL
,,Elementary,10066001431,,Clanton Intermediate School,"825 Temple Rd, Clanton, AL 35045",32.8260454,-86.6130732,AL
,,Middle,10066000287,,Clanton Middle School,"835 Temple Rd, Clanton, AL 35045",32.8241926,-86.6115773,AL
,,Elementary,10297001151,,Clark Elementary School,"405 Lawrence St, Selma, AL 36703",32.4119732,-87.0176394,AL
,,High,10072000298,,Clarke County High School,"151 South Church St, Grove Hill, AL 36451",31.7058162,-87.7741041,AL
,,Middle,10237000931,,ClarkShaw Magnet School,"5960 Arlberg St, Mobile, AL 36608",30.717434,-88.1822219,AL
,,Elementary,10192000696,,Clay Elementary School,"6745 Old Springville Rd, Clay, AL 35048",33.6991518,-86.6018257,AL
,,High,10192000469,,ClayChalkville High School,"6623 Roe Chandler Rd, Pinson, AL 35126",33.6956175,-86.6020433,AL
,,Middle,10192000472,,ClayChalkville Middle School,"6700 Trussville Clay Rd, Trussville, AL 35173",33.6956753,-86.5977879,AL
,,Pre-K- Middle school,10000600876,,Claysville School,"140 Claysville School Rd, Guntersville, AL 35976",34.4077965,-86.2714588,AL
,,Alternative High,10078002361,,Cleburne County Alternative School,"11200 Alabama 46, Heflin, AL 36264",33.5972679,-85.4821485,AL
,,High,10078000768,,Cleburne County Career Technical School,"11200 AL-46, Heflin, AL 36264",33.5972679,-85.4821485,AL
,,Elementary,10078000317,,Cleburne County Elementary School,"584 Evans Bridge Rd, Heflin, AL 36264",33.6474481,-85.571401,AL
,,High,10078000318,,Cleburne County High School,"520 Evans Bridge Rd, Heflin, AL 36264",33.6486975,-85.5715819,AL
,,High,010117000429,,Decatur High School,"910 Somerville Rd SE, Decatur, AL 35601, USA",34.5933891,-86.9718842,AL
,,Elementary,10303001169,,Calera Elementary School,"855 10th St, Calera, AL 35040",33.1073637,-86.7500885,AL
,,Middle,10318001211,,Drew Middle School,"78975 AL Hwy 77, Lincoln, AL 35096, 33.62364378637721, -86.12446644658934",33.6356767,-86.1000469,AL
,,Middle,10021002440,,East Samford School ,"332 E Samford Ave, Auburn, AL 36830",32.5982163,-85.476632,AL
,,Middle,10237000963,,Elizabeth S Chastang Middle,"2800 Berkley Ave, Mobile, AL 36617",30.7317419,-88.1153093,AL
,,High,10138000853,,Etowah County Career Tech Center,"105 Burke Ave SE, Attalla, AL 35954",33.9964982,-86.1047848,AL
,,Middle,10039000108,,Holy Family Cristo Rey Catholic High School,"1832 Center Way S Birmingham, AL 35205",33.4877819,-86.8293839,AL
,,Elementary,10033001479,,J. S. Abrams Elementary School,"1200 23rd St N, Bessemer, AL 35020",33.4121217,-86.9602184,AL
,,Middle,10342001299,,R E Thompson Intermediate School,829 Frankfort Rd,40.6199905,-80.3920781,AL
,,High,10237000964,,Vigor High School,"913 N Wilson Ave, Mobile, AL 36610",30.7435968,-88.0814503,AL
,,Elementary,10039000113,,W J Christian School,"725 Mountain Dr, Birmingham, AL 35206",33.5805196,-86.6900243,AL
,,,10093000364,,WS Harlan Elementary School,"1641 Mohegan St, Florala, AL 36442",31.0150177,-86.3559327,AL
,,,10039000201,,Wylam Elementary School,701 Erie Street Birmingham City,33.5046718,-86.9168629,AL
,,,10309001195,,York West End Junior High School,"515 Lincoln St, York, AL 36925",32.4878579,-88.3131593,AL
,,,10081000327,,Zion Chapel High School,29256 Highway 87 Coffee County,31.5665368,-86.0103236,AL
,,Middle,10315001208,,Zora Ellis Junior High School,414 Elm St Talladega City,33.432613,-86.0936914,AL
,,,10129000102,,Wetumpka Middle School,1000 Micanopy St Elmore County,32.5474314,-86.2219638,AL
,,,10054001430,,White Plains Elementary School,5600 Al Highway 9 Calhoun County,33.7238623,-85.6747173,AL
,,,10180001796,,Williams Elementary School,155 Barren Fork Blvd SW Huntsville City,34.6297872,-86.7268939,AL
,,High,420201005091,,Abington Heights HS,"222 Noble Road Clarks Summit, PA 18411",41.4933991,-75.7235202,PA
,,Middle,420201006839,,Abington Heights MS,"1555 Newton Ransom Blvd Clarks Summit, PA 18411",41.4749514,-75.7509582,PA
,,Elementary,420387000138,,Blue Mountain El Cressona Sch,45 Wilder St Cressona PA 17929,40.6318774,-76.1954901,PA
,,Elementary,420387004659,,Blue Mountain El East Sch,675 Red Dale Rd Orwigsburg PA 17961,40.6550523,-76.0874488,PA
,,High,420387003891,,Blue Mountain HS,1076 W Market St Schuylkill Haven PA 17972,40.6497043,-76.1363392,PA
,,Middle,420387005263,,Blue Mountain MS,685 Red Dale Rd Orwigsburg PA 17961,40.6563806,-76.0868698,PA
,,Elementary,420387003887,,Blue Mountain West Elementary School,1383 Long Run Rd Friedensburg PA 17933,40.6041239,-76.2389501,PA
,,Elementary,420390006891,,Blue Ridge El Sch,5150 School Road New Milford PA 18834,41.8987136,-75.7373857,PA
,,High,420390004034,,Blue Ridge HS,5150 School Road New Milford PA 18834,41.8987136,-75.7373857,PA
,,High,420498002420,,Carbondale Area JSHS,101 Brooklyn Street Carbondale PA 18407,41.5681149,-75.5122018,PA
,,Elementary,420498000225,,Carbondale El Sch,103 Brooklyn St Carbondale PA 18407,41.5679183,-75.5148406,PA
,,Elementary,422109005149,,Charles Sumner #18,372 N Sumner Ave St Scranton PA 18504,41.4179027,-75.6798085,PA
,,Elementary,422595006392,,Chester Street El Sch,110 East Chester Street Kingston PA 18704,41.2624713,-75.8907466,PA
,,Elementary,421581005354,,Choconut Valley El Sch,4458 Stanley Lake Road Friendsville PA 18818,41.9612258,-76.0033756,PA
,,Elementary,420201000371,,Clarks Summit El Sch,401 W Grove St Clarks Summit PA 18411,41.4886364,-75.702802,PA
,,Elementary,421145004565,,Clearview El Sch,801 Randolph St Hanover PA 17331,39.8119492,-76.9931974,PA
,,,420546007651,,Crestwood High School,281 S Mountain Blvd Mountain Top PA 18707 ,41.1396767,-75.9033159,PA
,,Middle,421971005265,,D.H.H. Lengel Middle School,"1541 Laurel Blvd, Pottsville, PA 17901",40.6822846,-76.2126042,PA
,,High,420720002869,,Dallas High School,"2030 Conyngham Ave, Dallas, PA 18612",41.3428192,-75.951477,PA
,,Middle,420720002868,,Dallas Intermediate Sch,"2000 Conyngham Ave, Dallas, PA 18612",41.3449438,-75.9544886,PA
,,Middle,420720005150,,Dallas Middle School,"2020 Conyngham Ave, Dallas, PA 18612",41.3430467,-75.9515857,PA
,,Elementary,422497006424,,Damascus Elementary School,"174 High School Rd, Damascus, PA 18415",41.6972675,-75.0764571,PA
,,Elementary,422595002878,,Dana Street Elementary School,"50 Dana St, Kingston, PA 18704",41.2839929,-75.8767241,PA
,,Elementary,422630005152,,Daniel J. Flood Elementary School,"565 N Washington St, Wilkes-Barre, PA 18702",41.2540771,-75.8644702,PA
,,Elementary,422630002995,,Dodson Elementary School,"80 Jones St, Wilkes-Barre, PA 18702",41.2317988,-75.8947399,PA
,,Elementary,422630006924,,Dr David W Kistler Elementary School,"301 Old River Rd, Wilkes-Barre, PA 18702",41.240474,-75.9109385,PA
,,Elementary,420798006591,,Dunmore Elementary Center,"300 W Warren St Dunmore, PA 18512",41.4276982,-75.6355382,PA
,,High,420798007540,,Dunmore High School,"300 W Warren St Dunmore, PA 18512",41.4276982,-75.6355382,PA
,,Pre-K,421551004836,,Early Childhood Edu Ctr,"24 Llewellyn Road Minersville, PA 17954",40.6745641,-76.2783688,PA
,,Elementary,420915006417,,Elk Lake Elementary School,"2380 Elk Lake School Rd, Springville, PA 18844",41.7383503,-75.9562122,PA
,,High,420915006418,,Elk Lake High School,2380 Elk Lake School Rd Springville PA 18844,41.7383503,-75.9562122,PA
,,High,422607007404,,EverGreen Elementary,"739 Easton Turnpike, Lake Ariel, PA 18436",41.4163418,-75.4033334,PA
,,Elementary,420546002858,,Fairview Elementary School,117 Spruce Street Mountaintop PA 18707 1403,41.1533669,-75.8789024,PA
,,Elementary,420993006420,,Forest City Regional Elementary School,"100 Susquehanna St, Forest City, PA 18421",41.6438008,-75.4740704,PA
,,High,420993006419,,Forest City Regional High School,"100 Susquehanna St, Forest City, PA 18421",41.6438008,-75.4740704,PA
,,Elementary,422109002474,,Frances Willard School,1100 Eynon St Scranton PA 18504,41.4062438,-75.6867615,PA
,,High,422630003008,,G.A.R. Memorial Junior/Senior High School,"250 S Grant St, Wilkes-Barre, PA 18702",41.2340882,-75.8825329,PA
,,Pre-K,422109002476,,George Bancroft #34,1002 Albright Ave Scranton PA 18508,41.4235231,-75.6630488,PA
,,Academy,420084107420,,Gillingham Charter School,"915 Howard Ave, Pottsville, PA 17901",40.6802781,-76.2008781,PA
,,Elementary,421629000733,,GNA Elementary Center,"601 Kosciuszko St, Nanticoke, PA 18634",41.2024551,-75.9917754,PA
,,High,421629005242,,Greater Nanticoke High School,"425 Kosciuszko St, Nanticoke, PA 18634",41.2035061,-75.9891375,PA
,,High,421142002891,,Hanover Area JSHS,"1600 Sans Souci Pkwy, Wilkes-Barre, PA 18706",41.2141908,-75.9497713,PA
,,Elementary,421142007205,,Hanover Area Memorial Elementary School,"80 W St Mary's Rd, Wilkes-Barre, PA 18706",41.2265867,-75.9224625,PA
,,Elementary,421142007403,,Hanover Green Elementary School,"561 Main Rd, Hanover, PA 18706",41.2192392,-75.9491817,PA
,,High,421145004571,,Hanover High School,"401 Moul Ave, Hanover, PA 17331",39.8184297,-76.9699189,PA
,,Middle,421145004570,,Hanover Middle School,"300 Keagy Ave, Hanover, PA 17331",39.8220543,-76.9679966,PA
,,Elementary,421145004566,,Hanover Street Elementary School,"101 E Hanover St, Hanover, PA 17331",39.7981651,-76.9777175,PA
,,Elementary,422370003955,,Hegins-Hubley Elementary School,"1801 W Main St, Valley View, PA 17983",40.6408302,-76.5642659,PA
,,Elementary,422630006923,,Heights Murray Elementary School,"1 S Sherman St, Wilkes-Barre, PA 18702",41.2386324,-75.874655,PA
,,High,422497004295,,Honesdale High School,"459 Terrace St, Honesdale, PA 18431",41.560698,-75.259482,PA
,,Pre-K -12,01908316,,Immanuel Christian,"725 N Locust St Hazleton, PA 18201-2876 —> 40 W Hemlock St, Hazleton, PA 18201",40.9656459,-75.9807482,PA
,,Elementary,422109002481,,Isaac Tripp El Sch,1000 North Everett Avenue Scranton PA 18504,41.4308261,-75.6795359,PA
,,High,422630003007,,James M Coughlin High School,"80 N Washington St, Wilkes-Barre, PA 18701",41.2458648,-75.879447,PA
,,Elementary,421731002444,,Jefferson Elementary School,"825 Lions Rd, Jefferson Township, PA 18436",41.414289,-75.5022831,PA
,,,422109002455,,John Adams #4,927 Capouse Ave Scranton PA 18509,41.4197087,-75.6574329,PA
,,,422109004736,,John F Kennedy Elementary School,"2200 Prospect Ave, Scranton, PA 18505",41.3839507,-75.6786251,PA
,,Elementary,421971003915,,John S Clarke Elementary School,601 North 16th St Pottsville PA 17901,40.685855,-76.2159279,PA
,,Pre-K,421629007648,,Kennedy Early Childhood Center,"513 Kosciuszko St, Nanticoke, PA 18634",41.2031081,-75.9914882,PA
,,Elementary,421299004524,,Lackawanna Trail Elementary,"179 College Ave, Factoryville, PA 18419",41.566885,-75.7861112,PA
,,High,421299004528,,Lackawanna Trail Junior-Senior High School,"28 Tunnel Hill Rd, Factoryville, PA 18419",41.5885181,-75.8103589,PA
,,High,421302002924,,Lake-Lehman Junior/Senior High School,"1128 Old Rte 115, Lehman, PA 18627",41.3104686,-76.0237778,PA
,,Elementary,421302007207,,Lake-Noxen Elementary School,"135 W Point Ave, Harveys Lake, PA 18618",41.3613995,-76.0638708,PA
,,Elementary,421305006403,,Lakeland Elementary School - Scott Campus,"1335 Lakeland Dr, Jermyn, PA 18433",41.5569602,-75.6061688,PA
,,Elementary,421305007171,,Lakeland Elementary School Mayfield Campus,"501 Linden St, Mayfield, PA 18433",41.5436425,-75.5330379,PA
,,High,421305006404,,Lakeland JSHS,"1355 Lakeland Dr Scott Township, PA 18433",41.5597457,-75.6046228,PA
,,Elementary,422497000226,,Lakeside Elementary School,"129 Lakeside Dr, Honesdale, PA 18431",41.561484,-75.2695988,PA
,,Elementary,421581006421,,Lathrop Street Elementary school,"130 Lathrop St, Montrose, PA 18801",41.8383151,-75.8654687,PA
,,Elementary,421142007271,,Lee Park Elementary,"99 Lee Park AveWilkes-Barre, PA 18706",41.2294353,-75.9153395,PA
,,Elementary,421302002922,,Lehman-Jackson Elementary School,"1237 MARKET STREET, LEHMAN, PA 18627",41.3135375,-76.0206043,PA
,,Elementary,422630000294,,Leo E. Solomon-Plains Memorial ES,"41 Abbott St, Plains, PA 18705",41.2716501,-75.8499457,PA
,,Middle,422630000296,,Leo E. Solomon-Plains Memorial JHS,"43 Abbott St, Plains, PA 18705",41.2743551,-75.8518274,PA
,,Elementary,421142007678,,Lyndwood El Sch,"2 Colley St Wilkes-Barre, PA 18706",41.2357578,-75.9310705,PA
,,Elementary,421443007283,,Mahanoy Area El Sch,"1 Golden Bear Dr Mahanoy City, PA 17948",40.8096419,-76.1506574,PA
,,High,421443007626,,Mahanoy Area JSHS,"1 Golden Bear Dr Mahanoy City, PA 17948",40.8096419,-76.1506574,PA
,,Elementary,422370003954,,Mahantongo El Sch,"1200 Ridge Rd Klingerstown, PA 17941",40.6859659,-76.6038577,PA
,,Elementary,422109006970,,McNichols Plaza Elementary School,1111 S Irving Ave Scranton PA 18505,41.391048,-75.6639928,PA
,,Elementary,421517002423,,Mid Valley El Ctr,"50 Underwood Rd Throop, PA 18512",41.4441408,-75.6082253,PA
,,Middle,421517007518,,Mid Valley Secondary Center,52 Underwood Rd Throop PA 18512,41.4485337,-75.6017128,PA
,,Elementary,421551006699,,Minersville Area Elementary,"300 N 5th St, Minersville, PA 17954",40.6946076,-76.2658792,PA
,,High,421551006583,,Minersville High School,"1 battlinminer dive, Minersville, PA 17954",40.6943855,-76.2686004,PA
,,Private,AA890832,,MMI Preparatory School,"154 Centre St, Freeland, PA 18224-2117",41.013169,-75.8981885,PA
,,High,421581004044,,Montrose Area High School,"75 Meteor Way, Montrose, PA 18801",41.8427956,-75.8453157,PA
,,Elementary,421731000128,,Moscow Elementary Center,"851 Church St, Moscow, PA 18444",41.3374141,-75.5344936,PA
,,Elementary,421605009997,,Mountain View Elementary School,11748 State Route 106 Kingsley PA 18826,41.7383594,-75.7274273,PA
,,High,421605004049,,Mountain View Jr Sr High School,"11749 PA-106, Kingsley, PA 18826",41.7393195,-75.7270417,PA
,,Middle,421629007649,,Naticoke Middle School,"600 E Union St, Nanticoke, PA 18634",41.2028707,-75.9902051,PA
,,Elementary,422109005232,,Neil Armstrong Elementary School,"1500 N Lincoln Ave, Scranton, PA 18508",41.4345219,-75.6645382,PA
,,Elementary,420201002407,,Newton-Ransom Elementary School,1549 Newton Ransom Boulevard Clarks Summit PA 18411,41.4734472,-75.748142,PA
,,High,421731002446,,North Pocono High School,"97 Bochicchio Blvd, Covington Township, PA 18444",41.3095081,-75.507834,PA
,,Middle,421731007314,,North Pocono Intermediate School,"701 Church Street, 701 Church St, Moscow, PA 18444",41.3364732,-75.5293528,PA
,,Middle,421731005233,,North Pocono Middle School,"701 Church St, Moscow, PA 18444",41.3364732,-75.5293528,PA
,,High,421011003883,,North Schuylkill JSHS,"15 Academy Ln, Ashland, PA 17921",40.7745883,-76.2944316,PA
,,Elementary,421011006069,,North Schuylkill School,"38 Line St, Ashland, PA 17921",40.7715848,-76.2900682,PA
,,Middle,422109000612,,Northeast Scranton Intermediate School,721 Adams Ave Scranton PA 18510,41.4143644,-75.6552206,PA
,,Middle,421779002955,,Northwest Area Intermediate School,"21 Sunset Lake Rd Shickshinny PA 18655 (41.2211996158581, -76.11347049699268)",41.2205504,-76.1177515,PA
,,High,421779002958,,Northwest Area Middle School/High School,"243 Thorne Hill Rd, Shickshinny, PA 18655",41.1829882,-76.1893321,PA
,,Pre-K- Middle school,421779002956,,Northwest Area Primary School,"417 Shickshinny Lake Rd, Shickshinny, PA 18655",41.1924603,-76.2329752,PA
,,Elementary,421812002448,,Old Forge Elementary school ,"401 Melmore St, Old Forge, PA 18518",41.3721141,-75.7430284,PA
,,High,421812002449,,Old Forge High school ,"300 Marion St Old Forge, PA 18518",41.3715246,-75.7420551,PA
,,High,421914003910,,Pine Grove Area HS,101 School Street Pine Grove PA 17963,40.5599997,-76.3820438,PA
,,Middle,421914005262,,Pine Grove Area MS,"105 School Street Pine Grove, PA 17963",40.5604871,-76.3809114,PA
,,Elementary,421914003909,,Pine Grove El Sch,"107 School Street Pine Grove, PA 17963",40.5600696,-76.3821162,PA
,,Middle,421920006385,,Pittston Area MS,120 New Street Pittston PA 18640,41.3330951,-75.778391,PA
,,High,421920005058,,Pittston Area SHS,5 Stout Street Yatesville Pittston PA 18640,41.3046106,-75.7915845,PA
,,Elementary,421920000666,,Pittston City Elementary School,"210 Rock St, Hughestown, PA 18640",41.3237063,-75.7670227,PA
,,Elementary,421920006622,,Pittston City Intermediate Center,"110 New St, Pittston, PA 18640",41.3329016,-75.7801294,PA
,,High,421971003924,,Pottsville Area HS,16th Street & Elk Avenue Pottsville PA 17901,40.6811864,-76.2127443,PA
,,Pre-K- Middle school,422497006425,,Preston Area School,"1493 Crosstown Hwy, Lakewood, PA 18439",41.8546096,-75.3748973,PA
,,Elementary,422607004311,,R.D. Wilson Elementary School,"74 Belmont St, Waymart, PA 18472",41.57526,-75.406229,PA
,,Elementary,420546005341,,Rice Elementary School,3700 Church Road Mountain Top PA 18707 9803,41.1450597,-75.971542,PA
,,Elementary,422325005093,,Riverside Elementary School East,"900 School St, Moosic, PA 18507",41.3667168,-75.7049334,PA
,,Elementary,422325006748,,Riverside Elementary West,308 Davis St Taylor PA 18517,41.380727,-75.717901,PA
,,High,422325002496,,Riverside Jr-Sr High School,"310 Davis St, Taylor, PA 18517",41.3812734,-75.7200691,PA
,,,422109004952,,Robert Morris Elementary School,1824 Boulevard Ave Scranton PA 18509,41.4326772,-75.6466752,PA
,,Elementary,421302002920,,Ross Elementary School,"5148 Main Rd, Hunlock Creek, PA 18621",41.2690026,-76.1516538,PA
,,Elementary,422271003930,,Saint Clair Area Elementary School,"227 S Mill St, St Clair, PA 17970",40.7176019,-76.1864342,PA
,,Private,01192313,,Saint Patrick School,"87 Marsh Dr, Carlisle, PA 17015, USA",40.1746926,-77.2032392,PA
,,Elementary,422595002917,,Schuyler Avenue Elementary School,"715 Schuyler Ave, Kingston, PA 18704",41.2736539,-75.8860272,PA
,,Elementary,422091010019,,Schuylkill Haven Elementary,"701 E Main St, Schuylkill Haven, PA 17972",40.6356287,-76.1658297,PA
,,High,422091005264,,Schuylkill Haven High School,"501 E Main St, Schuylkill Haven, PA 17972",40.6344035,-76.1675959,PA
,,Middle,422091003935,,Schuylkill Haven Middle School,"120 Haven St, Schuylkill Haven, PA 17972",40.6341119,-76.1707409,PA
,,Middle,428062007104,,Schuylkill Intermediate Unit 29,"15 Maple Avenue, Mar Lin, PA 17951",40.6839087,-76.2523474,PA
,,High,428062007103,,Schuylkill Technology Center North ,"101 Technology Drive, Frackville, PA 17931",40.7757187,-76.2298971,PA
,,High,428062007104,,Schuylkill Technology Center South,"15 Maple Ave, Mar Lin, PA 17951",40.6839087,-76.2523474,PA
,,High,422109006413,,Scranton HS,63 Munchak Way Scranton PA 18510,41.4180966,-75.6686286,PA
,,Elementary,422149003938,,Shenandoah Valley Elementary,"805 W Centre St, Shenandoah, PA 17976",40.819576,-76.2106122,PA
,,High,422149003940,,Shenandoah Valley High School,"805 W Centre St, Shenandoah, PA 17976",40.819576,-76.2106122,PA
,,Elementary,420201006398,,South Abington Elementary School,"640 Northern Blvd, South Abington Township, PA 18411",41.4772708,-75.6838077,PA
,,Middle,422109002487,,South Scranton Intrmd Sch,355 Maple St Scranton PA 18505,41.3977998,-75.6712646,PA
,,Elementary,422595007450,,State Street Elementary School,"355 E State St, Larksville, PA 18704",41.2609595,-75.9289953,PA
,,Elementary,422497004291,,Stourbridge Elementary School,"123 ABC Dr, Honesdale, PA 18431",41.5630119,-75.2695988,PA
,,Elementary,422298006885,,Susquehanna Community Elementary School,"3192 Turnpike St, Susquehanna, PA 18847",41.9499316,-75.5912545,PA
,,High,422298004054,,Susquehanna High School,"3192 Turnpike St, Susquehanna, PA 18847",41.9499316,-75.5912545,PA
,,Elementary,422322007031,,Tamaqua Elementary School,"490 Boyle Ave, Tamaqua, PA 18252",40.8031978,-75.9748981,PA
,,Middle,422322000548,,Tamaqua Middle School,"502 Penn St, Tamaqua, PA 1825",40.7926799,-75.9767262,PA
,,High,422322005070,,Tamaqua Senior High School,"500 Penn St, Tamaqua, PA 1825",40.7927309,-75.9767166,PA
,,Elementary,422595002918,,Third Avenue Elementary School,"131 3rd Ave, Kingston, PA 18704",41.2568421,-75.8872525,PA
,,High,422370003957,,Tri-Valley Jr./Sr. High School,"155 E Main St, Valley View, PA 17983",40.6472096,-76.5167577,PA
,,Middle,422385007652,,Tunkhannock Area Intermediate Sch,200 Franklin Avenue Tunkhannock PA 18657 1200,41.5430394,-75.9543943,PA
,,,422385007653,,Tunkhannock Area Primary Cntr,99 Digger Dr Tunkhannock PA 18657 1145,41.5425995,-75.9386192,PA
,,High,422385005271,,Tunkhannock HS,135 Tiger Drive Tunkhannock PA 18657 1403,41.5443266,-75.9579658,PA
,,,422385007647,,Tunkhannock STEM Academy,41 Philadelphia Ave Tunkhannock PA 18657 ,41.5419201,-75.9525836,PA
,,Elementary,422465006776,,Valley View El Ctr,901 Main Street Peckville PA 18452,41.4782672,-75.5849791,PA
,,High,422465006775,,Valley View HS,1 Columbus Dr Archbald PA 18403,41.4989768,-75.5576918,PA
,,Elementary,422465000298,,Valley View Intrmd Sch,3 Columbus Dr Archbald PA 18403,41.5046282,-75.5617852,PA
,,Middle,422465009969,,Valley View MS,1 Columbus Dr Archbald PA 18403,41.4989768,-75.5576918,PA
,,High,422475004310,,Wallenpaupack Area HS,2552 Route 6 Hawley PA 18428,41.4552677,-75.1824449,PA
,,Middle,422475006956,,Wallenpaupack Area MS,139 Atlantic Ave Hawley PA 18428,41.4569761,-75.1750583,PA
,,Elementary,422475007248,,Wallenpaupack North Intrmd Sch,187 Atlantic Ave Hawley PA 18428,41.4564046,-75.1747847,PA
,,Private,422475000129,,Wallenpaupack Primary School,158 Atlantic Ave Hawley PA 18428,41.4575516,-75.1718664,PA
,,Elementary,422475004305,,Wallenpaupack South El Sch,989 Main St Newfoundland PA 18445,41.3090407,-75.3203552,PA
,,Elementary,421145004568,,Washington Elementary School,"301 Moul Ave, Hanover, PA 17331",39.8167699,-76.971597,PA
,,Elementary,420201002402,,Waverly Elementary School,"103 Waverly Rd, Waverly, PA 18471",41.5254307,-75.7097993,PA
,,Middle,422497006865,,Wayne Highlands Middle School,"482 Grove St, Honesdale, PA 18431",41.5598561,-75.2598052,PA
,,Elementary,422322003948,,West Penn Elementary,"185 School Dr, New Ringgold, PA 17960",40.7488094,-75.8706653,PA
,,High,422109002489,,West Scranton HS,1201 Luzerne St Scranton PA 18504,41.4091679,-75.688352,PA
,,Middle,422109006791,,West Scranton Intrmd Sch,1401 Fellows St Scranton PA 18504,41.4087268,-75.6915329,PA
,,High,422607006704,,Western Wayne HS,1970A Easton Turnpike Lake Ariel PA 18436,41.4942497,-75.396657,PA
,,Middle,422607009998,,Western Wayne MS,1970B Easton Turnpike Lake Ariel PA 18436,41.4924438,-75.3987227,PA
,,,422109004858,,Whittier Elementary,700 Orchard St Scranton PA 18505,41.3991165,-75.6574478,PA
